id,date,type,amount,currency,amount_base,account_id,category_ids,to_account_id,to_amount,to_currency,debt_ref_id,comment,created_at,updated_at
txn_7f443ac87413,2024-03-22,expense,3.89,EUR,3.89,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-03-22T14:25:00.000Z,2024-03-22T11:25:08.000Z
txn_5bca26b14e08,2024-03-22,expense,15.24,EUR,15.24,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-03-22T14:38:11.000Z,2024-03-22T11:38:26.000Z
txn_5c8bd8a470fe,2024-03-22,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-03-25T10:48:11.000Z,2024-03-25T07:48:20.000Z
txn_358a79c5ec16,2024-03-24,expense,14.8,EUR,14.8,acc_cc67f5c5a974,cat_c13d88cb4cb0,,0,,,,2024-03-24T12:37:40.000Z,2024-03-24T09:37:49.000Z
txn_e90ae8bd19ac,2024-03-24,expense,18.39,EUR,18.39,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-03-24T13:03:58.000Z,2024-03-24T10:04:19.000Z
txn_c5fcacbf99fe,2024-03-24,expense,25,EUR,25,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2024-03-24T13:04:09.000Z,2024-03-24T10:04:19.000Z
txn_49d96037e36a,2024-03-25,expense,0.8,EUR,0.8,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-03-25T09:46:33.000Z,2024-03-25T06:46:41.000Z
txn_62895f4b0b50,2024-03-25,expense,10,EUR,10,acc_53cbdd5e80a9,cat_f6eff9e0848e,,0,,,,2024-03-25T11:17:18.000Z,2024-03-25T08:17:27.000Z
txn_48b6261fe187,2024-03-25,expense,3.15,EUR,3.15,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-03-25T13:18:27.000Z,2024-03-25T10:18:36.000Z
txn_0c24065aae3e,2024-03-25,transfer,1000,EUR,1000,acc_53cbdd5e80a9,,acc_cc67f5c5a974,1000,EUR,,,2024-03-25T13:19:52.000Z,2024-03-25T10:20:01.000Z
txn_f3df420db9ab,2024-03-25,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-08T18:56:20.000Z,2024-04-08T15:56:29.000Z
txn_c427a4fcd72c,2024-03-26,expense,56,EUR,56,acc_53cbdd5e80a9,cat_7b334b726036,,0,,,,2024-03-26T09:26:11.000Z,2024-03-26T06:26:21.000Z
txn_9c34020d4214,2024-03-26,expense,0.8,EUR,0.8,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-03-26T10:01:57.000Z,2024-03-26T07:02:04.000Z
txn_ac0e95f1391b,2024-03-26,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-03-26T12:53:41.000Z,2024-03-26T09:53:54.000Z
txn_35cd9a6f2d64,2024-03-26,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-03-26T12:53:46.000Z,2024-03-26T09:53:54.000Z
txn_680b615d3c2e,2024-03-26,expense,4.79,EUR,4.79,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-03-26T13:10:32.000Z,2024-03-26T10:10:42.000Z
txn_157e7953c108,2024-03-27,expense,0.8,EUR,0.8,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-03-27T09:46:03.000Z,2024-03-27T06:46:10.000Z
txn_99b74c79c064,2024-03-27,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-03-27T12:21:51.000Z,2024-03-27T09:21:58.000Z
txn_21c56479adba,2024-03-28,expense,0.8,EUR,0.8,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-03-28T09:45:13.000Z,2024-04-02T05:45:06.000Z
txn_e90043e8cf3e,2024-03-28,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-03-28T12:19:46.000Z,2024-03-28T09:19:54.000Z
txn_e227d5c0be20,2024-03-28,expense,29.18,EUR,29.18,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-03-28T19:27:31.000Z,2024-03-28T16:27:50.000Z
txn_c956dda064be,2024-03-28,expense,53.56,EUR,53.56,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-03-28T19:27:40.000Z,2024-03-28T16:27:50.000Z
txn_84208e9e40d2,2024-04-02,expense,33,EUR,33,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-04-02T08:21:37.000Z,2024-04-02T05:21:49.000Z
txn_a5fa0afd1e80,2024-04-02,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-04-02T08:49:59.000Z,2024-04-02T05:50:08.000Z
txn_d6e6085189f9,2024-04-02,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-02T12:17:50.000Z,2024-04-02T09:17:57.000Z
txn_ff27e623da58,2024-04-02,expense,160.9,EUR,160.9,acc_53cbdd5e80a9,cat_555bf8344ca0,,0,,,,2024-04-02T20:27:32.000Z,2024-04-02T17:27:44.000Z
txn_95e5d8cf2a37,2024-04-03,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-04-03T08:47:30.000Z,2024-04-03T05:47:38.000Z
txn_713714c8e35e,2024-04-03,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-03T11:53:03.000Z,2024-04-03T08:53:11.000Z
txn_71212cb7d920,2024-04-04,expense,31.33,EUR,31.33,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-04-04T17:37:16.000Z,2024-04-04T14:37:34.000Z
txn_a1c4b421f130,2024-04-04,expense,29.37,EUR,29.37,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-04-04T17:37:25.000Z,2024-04-04T14:37:34.000Z
txn_37e34c2535e2,2024-04-05,income,0.91,EUR,0.91,acc_cc67f5c5a974,cat_d943641d1ed7,,0,,,,2024-04-05T07:42:35.000Z,2024-04-05T04:42:45.000Z
txn_04434f4d7547,2024-04-06,expense,11.95,EUR,11.95,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2024-04-06T02:26:15.000Z,2024-04-05T23:26:24.000Z
txn_2089531e5226,2024-04-06,expense,5.24,EUR,5.24,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-04-06T15:33:35.000Z,2024-04-06T12:33:55.000Z
txn_10c5489d9924,2024-04-06,expense,15.3,EUR,15.3,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-04-06T15:33:46.000Z,2024-04-06T12:33:55.000Z
txn_08830fd2c062,2024-04-06,expense,6.88,EUR,6.88,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-04-06T20:55:18.000Z,2024-04-06T17:55:26.000Z
txn_9ad8aff2dffa,2024-04-07,expense,1.89,EUR,1.89,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-04-07T17:01:22.000Z,2024-04-07T14:01:32.000Z
txn_1425fad0f0d9,2024-04-08,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-04-08T09:03:27.000Z,2024-04-08T06:03:43.000Z
txn_3f200e06be86,2024-04-08,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-08T11:46:23.000Z,2024-04-08T08:46:31.000Z
txn_9d43963ccc69,2024-04-08,expense,132.43,RUB,1.5,acc_1865128d98f4,cat_cd2158f023ff,,0,,,ЖКХ ТКО,2024-04-08T19:01:04.000Z,2024-04-08T16:01:14.000Z
txn_1c0a6d58aa27,2024-04-08,expense,2004.7,RUB,22.78,acc_1865128d98f4,cat_cd2158f023ff,,0,,,ЖКХ,2024-04-08T19:02:18.000Z,2024-06-08T13:44:22.000Z
txn_14828947e9d0,2024-04-08,expense,10,EUR,10,acc_53cbdd5e80a9,cat_f6eff9e0848e,,0,,,,2024-04-15T09:27:29.000Z,2024-04-15T06:27:39.000Z
txn_c0ebdecc70c8,2024-04-09,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-04-09T08:56:48.000Z,2024-04-09T05:56:56.000Z
txn_27e48f5c96f9,2024-04-09,expense,15.22,EUR,15.22,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-04-09T16:29:33.000Z,2024-04-09T13:29:42.000Z
txn_b41df98f40bd,2024-04-09,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-15T09:27:14.000Z,2024-04-15T06:27:24.000Z
txn_b0b7f76fe351,2024-04-10,expense,2.5,EUR,2.5,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-04-10T10:16:40.000Z,2024-04-10T07:16:51.000Z
txn_d8afaa808d86,2024-04-10,expense,10.5,EUR,10.5,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-10T11:27:20.000Z,2024-04-10T08:27:30.000Z
txn_68b4a10e886c,2024-04-11,expense,0.8,EUR,0.8,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-11T08:49:55.000Z,2024-04-11T05:50:03.000Z
txn_68d51abe181c,2024-04-11,income,77.18,RUB,0.88,acc_1865128d98f4,cat_4bedd3c4b3c0,,0,,,,2024-04-11T09:22:02.000Z,2026-06-02T08:43:42.000Z
txn_eb3bed2cb70b,2024-04-11,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-11T11:17:59.000Z,2024-04-11T08:18:07.000Z
txn_fc6e6380d785,2024-04-11,expense,2.15,EUR,2.15,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-11T15:06:33.000Z,2024-04-11T12:06:42.000Z
txn_b748eb37b1f3,2024-04-11,expense,9.95,EUR,9.95,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-11T18:48:38.000Z,2024-04-11T15:48:47.000Z
txn_3f9f582dbc88,2024-04-12,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-04-12T08:47:16.000Z,2024-04-12T05:47:24.000Z
txn_78e7d227d221,2024-04-12,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-12T11:19:05.000Z,2024-04-12T08:19:14.000Z
txn_362a21418c2c,2024-04-12,expense,7.8,EUR,7.8,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2024-04-12T16:43:40.000Z,2024-04-12T13:44:32.000Z
txn_a68a74f47fb6,2024-04-12,expense,46.33,EUR,46.33,acc_cc67f5c5a974,cat_c13d88cb4cb0,,0,,,,2024-04-12T16:43:56.000Z,2024-04-12T13:44:32.000Z
txn_a46484cdbb42,2024-04-12,expense,25.52,EUR,25.52,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-04-12T16:44:19.000Z,2024-04-12T13:44:32.000Z
txn_61c6fd2531d4,2024-04-12,income,844.59,EUR,844.59,acc_53cbdd5e80a9,cat_28aa83831563,,0,,,,2024-04-15T09:26:19.000Z,2024-04-15T06:26:28.000Z
txn_85de7d4802cd,2024-04-15,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-04-15T08:51:40.000Z,2024-04-15T05:51:50.000Z
txn_0e2a830bcc5e,2024-04-15,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-15T11:55:09.000Z,2024-04-15T08:55:17.000Z
txn_35a95603f314,2024-04-16,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-04-16T09:58:28.000Z,2024-04-16T06:58:47.000Z
txn_5e9d77736689,2024-04-16,expense,1.3,EUR,1.3,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-04-16T09:58:37.000Z,2024-04-16T06:58:47.000Z
txn_4ff26463fd38,2024-04-16,expense,5,EUR,5,acc_cc67f5c5a974,cat_c13d88cb4cb0,,0,,,,2024-04-16T11:41:50.000Z,2024-04-16T08:42:00.000Z
txn_c9bcce2aae7c,2024-04-16,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-16T11:47:15.000Z,2024-04-16T08:47:23.000Z
txn_b1dab23e5598,2024-04-16,expense,85.18,EUR,85.18,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-04-16T17:21:11.000Z,2024-04-16T14:21:30.000Z
txn_be807386dd40,2024-04-16,expense,57.3,EUR,57.3,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-04-16T17:21:20.000Z,2024-04-16T14:21:30.000Z
txn_dfb4fc010e4b,2024-04-17,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-04-17T08:49:14.000Z,2024-04-17T05:49:23.000Z
txn_6662e53e7135,2024-04-17,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-17T11:48:28.000Z,2024-04-17T08:48:37.000Z
txn_9d51dcb5864d,2024-04-18,expense,0.8,EUR,0.8,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-18T08:50:20.000Z,2024-04-18T05:50:29.000Z
txn_87d959746b12,2024-04-18,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-18T20:47:54.000Z,2024-04-18T17:48:13.000Z
txn_d2e52c7ad2a6,2024-04-19,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-04-19T08:50:14.000Z,2024-04-19T05:50:22.000Z
txn_d278059d91c7,2024-04-19,expense,0.54,EUR,0.54,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2024-04-19T11:34:18.000Z,2024-04-19T08:34:27.000Z
txn_440f77f02a2d,2024-04-19,expense,22.95,EUR,22.95,acc_cc67f5c5a974,cat_babf88f32d20,,0,,,,2024-04-19T12:31:36.000Z,2024-04-19T09:32:04.000Z
txn_0d72d9751061,2024-04-19,expense,15.5,EUR,15.5,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-19T12:49:49.000Z,2024-04-19T09:49:59.000Z
txn_45bfe7b487c7,2024-04-19,expense,9.99,EUR,9.99,acc_53cbdd5e80a9,cat_e7a80f49aaf2,,0,,,,2024-04-19T12:50:03.000Z,2024-04-19T09:50:13.000Z
txn_723568b03989,2024-04-19,expense,8.49,EUR,8.49,acc_53cbdd5e80a9,cat_babf88f32d20,,0,,,,2024-04-19T12:50:17.000Z,2024-04-19T09:50:26.000Z
txn_8ed07f38b0d3,2024-04-19,expense,5.8,EUR,5.8,acc_cc67f5c5a974,cat_4095f3c9b2be,,0,,,,2024-04-19T15:20:26.000Z,2024-04-19T12:20:37.000Z
txn_9a329b72877d,2024-04-19,expense,27.05,EUR,27.05,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-04-19T16:22:28.000Z,2024-04-19T13:22:36.000Z
txn_fcebc7ca37c0,2024-04-22,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-04-22T08:51:10.000Z,2024-04-22T05:51:19.000Z
txn_9e84dfe09365,2024-04-22,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-22T11:49:43.000Z,2024-04-22T08:49:54.000Z
txn_42c30334c29e,2024-04-23,expense,0.8,EUR,0.8,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2024-04-23T08:58:33.000Z,2024-04-23T05:58:43.000Z
txn_fce40f9f5dda,2024-04-23,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-25T06:57:19.000Z,2024-04-25T03:57:28.000Z
txn_b32703f7955d,2024-04-24,expense,23.67,EUR,23.67,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-04-24T08:18:10.000Z,2024-04-24T05:18:19.000Z
txn_ffe6a5b32334,2024-04-24,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-04-24T08:58:24.000Z,2024-04-24T05:58:33.000Z
txn_194afb1672f8,2024-04-24,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-25T06:57:11.000Z,2024-04-25T03:57:28.000Z
txn_14d33caff473,2024-04-25,expense,56,EUR,56,acc_53cbdd5e80a9,cat_7b334b726036,,0,,,,2024-04-25T06:56:50.000Z,2024-04-25T03:57:01.000Z
txn_a0e721b821f7,2024-04-25,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-04-25T08:53:25.000Z,2024-04-25T05:53:36.000Z
txn_073e65b0c919,2024-04-25,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-25T11:55:18.000Z,2024-04-25T08:55:32.000Z
txn_2cf0e4ae587e,2024-04-25,expense,1,EUR,1,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-25T11:55:23.000Z,2024-04-25T08:55:32.000Z
txn_4af07b0b46e7,2024-04-25,income,196.7,RUB,2.24,acc_1865128d98f4,cat_4bedd3c4b3c0,,0,,,,2024-04-25T11:55:47.000Z,2026-06-02T08:43:29.000Z
txn_6a101e9ccf22,2024-04-26,expense,25.05,EUR,25.05,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-04-26T08:19:36.000Z,2024-04-26T05:19:49.000Z
txn_f818348208c4,2024-04-26,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-04-26T09:06:36.000Z,2024-04-26T06:06:55.000Z
txn_b066eeb60975,2024-04-26,expense,0.6,EUR,0.6,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-04-26T09:06:41.000Z,2024-04-26T06:06:55.000Z
txn_2ccb1d655274,2024-04-26,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-29T11:14:10.000Z,2024-04-29T08:14:31.000Z
txn_654683db717a,2024-04-27,expense,20.67,EUR,20.67,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-04-27T13:01:09.000Z,2024-04-27T10:01:31.000Z
txn_dd2eef85a9ec,2024-04-27,expense,41.54,EUR,41.54,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-04-27T13:01:18.000Z,2024-04-27T10:01:31.000Z
txn_1a0d56eb3e67,2024-04-27,expense,7.6,EUR,7.6,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-08-05T12:05:16.000Z,2024-08-05T09:08:51.000Z
txn_fe5bb14a75ea,2024-04-27,expense,9,EUR,9,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-08-05T12:05:27.000Z,2024-08-05T09:08:51.000Z
txn_732899972ffc,2024-04-29,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-04-29T08:49:59.000Z,2024-04-29T05:50:28.000Z
txn_e9d981ca3f20,2024-04-29,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-29T11:14:20.000Z,2024-04-29T08:14:31.000Z
txn_c306c0593280,2024-04-30,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-04-30T08:52:24.000Z,2024-04-30T05:52:34.000Z
txn_4b3caa0cc1f4,2024-04-30,expense,32.36,EUR,32.36,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-04-30T16:34:07.000Z,2024-04-30T13:34:23.000Z
txn_b41847636fa7,2024-04-30,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-04-30T16:34:12.000Z,2024-04-30T13:34:23.000Z
txn_7ff65a16f99f,2024-04-30,expense,4.35,EUR,4.35,acc_53cbdd5e80a9,cat_130fd2da7254,,0,,,,2024-08-05T12:03:43.000Z,2024-08-05T09:03:58.000Z
txn_d6eed93b125d,2024-05-02,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-05-02T08:53:15.000Z,2024-05-02T05:53:24.000Z
txn_9fcd948ac5ae,2024-05-02,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-05-02T11:49:48.000Z,2024-05-02T08:49:57.000Z
txn_91f997940a68,2024-05-03,expense,1.6,EUR,1.6,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-05-03T08:41:25.000Z,2024-05-03T05:52:02.000Z
txn_5532c8a56351,2024-05-03,expense,45.62,EUR,45.62,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-05-03T17:21:07.000Z,2024-05-03T14:21:30.000Z
txn_9d93ceddde14,2024-05-03,expense,39.81,EUR,39.81,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-05-03T17:21:16.000Z,2024-05-03T14:21:30.000Z
txn_904fe9db560c,2024-05-04,expense,50,EUR,50,acc_cc67f5c5a974,cat_e7a80f49aaf2,,0,,,,2024-05-04T11:14:18.000Z,2024-05-04T08:14:28.000Z
txn_93ec6a750101,2024-05-04,expense,23.8,EUR,23.8,acc_cc67f5c5a974,cat_c13d88cb4cb0,,0,,,,2024-05-04T11:19:34.000Z,2024-05-04T08:19:48.000Z
txn_eaf889da889c,2024-05-04,expense,65.4,EUR,65.4,acc_53cbdd5e80a9,cat_7b334b726036,,0,,,,2024-05-04T14:41:59.000Z,2024-05-04T11:42:10.000Z
txn_7624e7504ec2,2024-05-05,expense,46.32,EUR,46.32,acc_cc67f5c5a974,cat_c13d88cb4cb0,,0,,,,2024-05-05T10:51:54.000Z,2024-05-05T07:52:06.000Z
txn_cb7425ce5183,2024-05-05,expense,22.6,EUR,22.6,acc_cc67f5c5a974,cat_c13d88cb4cb0,,0,,,,2024-05-05T12:40:41.000Z,2024-05-05T09:41:50.000Z
txn_ff34eaf610eb,2024-05-05,expense,61.73,EUR,61.73,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-05-05T12:40:56.000Z,2024-05-05T09:41:50.000Z
txn_0013b591942d,2024-05-05,expense,21.4,EUR,21.4,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2024-05-05T12:41:13.000Z,2024-05-05T09:41:50.000Z
txn_c42fa149c6a9,2024-05-06,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-05-06T09:01:09.000Z,2024-05-06T06:01:19.000Z
txn_a8421f50fd37,2024-05-06,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-05-07T11:39:55.000Z,2024-05-07T08:40:09.000Z
txn_a9d905117d2b,2024-05-07,expense,132.43,RUB,1.5,acc_1865128d98f4,cat_cd2158f023ff,,0,,,ЖКХ ТКО,2024-05-07T08:11:08.000Z,2024-05-07T05:11:28.000Z
txn_bb7175d9eed3,2024-05-07,expense,1576.47,RUB,17.91,acc_1865128d98f4,cat_cd2158f023ff,,0,,,ЖКХ,2024-05-07T08:11:36.000Z,2024-06-08T13:44:22.000Z
txn_21660276a5d7,2024-05-07,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-05-07T08:48:51.000Z,2024-05-07T05:49:04.000Z
txn_7bfffc57dd97,2024-05-07,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-05-07T11:39:59.000Z,2024-05-07T08:40:09.000Z
txn_a9c5918d578c,2024-05-07,expense,17.37,EUR,17.37,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-05-07T16:24:03.000Z,2024-05-07T13:24:15.000Z
txn_e3665caa0d17,2024-05-07,transfer,1000,EUR,1000,acc_53cbdd5e80a9,,acc_cc67f5c5a974,1000,EUR,,,2024-05-07T16:25:42.000Z,2024-05-07T13:25:55.000Z
txn_fed5e1276ea4,2024-05-08,income,1.13,EUR,1.13,acc_cc67f5c5a974,cat_d943641d1ed7,,0,,,,2024-05-08T07:16:28.000Z,2024-05-08T04:16:39.000Z
txn_95650a57c33f,2024-05-08,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-05-08T08:52:56.000Z,2024-05-08T05:53:10.000Z
txn_c4041d938dc6,2024-05-08,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-05-08T11:51:41.000Z,2024-05-08T08:51:51.000Z
txn_4dd4307c3b48,2024-05-09,expense,24.22,EUR,24.22,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2024-05-09T15:16:16.000Z,2024-05-09T12:16:30.000Z
txn_572b07e15782,2024-05-10,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-05-10T10:49:21.000Z,2024-05-10T07:49:31.000Z
txn_abc7dc14e6d1,2024-05-10,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-05-10T11:51:53.000Z,2024-05-10T08:52:04.000Z
txn_a74710c4d669,2024-05-10,expense,22.93,EUR,22.93,acc_cc67f5c5a974,cat_babf88f32d20,,0,,,,2024-05-10T12:14:39.000Z,2024-05-10T09:14:51.000Z
txn_5d502ef7d0ad,2024-05-10,expense,0.8,EUR,0.8,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-08-05T11:46:57.000Z,2024-08-05T09:03:58.000Z
txn_1d1fc610737c,2024-05-13,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-05-13T08:50:01.000Z,2024-05-13T05:50:11.000Z
txn_27340b090616,2024-05-13,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-05-13T11:34:29.000Z,2024-05-13T08:34:49.000Z
txn_179c28365a39,2024-05-13,expense,2.97,EUR,2.97,acc_53cbdd5e80a9,cat_130fd2da7254,,0,,,,2024-05-13T15:03:50.000Z,2024-05-13T12:04:12.000Z
txn_5a8e6fd77e61,2024-05-13,expense,55.99,EUR,55.99,acc_53cbdd5e80a9,cat_e7a80f49aaf2,,0,,,,2024-05-13T15:04:00.000Z,2024-05-13T12:04:12.000Z
txn_7b4cc49749ee,2024-05-13,income,775.36,EUR,775.36,acc_53cbdd5e80a9,cat_28aa83831563,,0,,,,2024-07-07T23:52:59.000Z,2024-07-07T20:53:14.000Z
txn_bec048fb1d77,2024-05-13,expense,10,EUR,10,acc_53cbdd5e80a9,cat_f6eff9e0848e,,0,,,,2024-08-05T11:48:05.000Z,2024-08-05T09:03:58.000Z
txn_60c572f3f961,2024-05-14,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-05-14T08:49:09.000Z,2024-05-14T05:49:27.000Z
txn_c59bad762670,2024-05-14,expense,5.2,EUR,5.2,acc_53cbdd5e80a9,cat_d2626f412da7,,0,,,,2024-05-14T11:57:36.000Z,2024-05-14T08:57:46.000Z
txn_9830a49f83fe,2024-05-14,expense,8.5,EUR,8.5,acc_53cbdd5e80a9,cat_e7a80f49aaf2,,0,,,,2024-05-14T14:44:14.000Z,2024-05-14T11:44:25.000Z
txn_177f1e13972a,2024-05-15,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2024-05-15T08:49:02.000Z,2024-05-15T05:49:13.000Z
txn_e66ed60b5584,2024-05-15,expense,23,EUR,23,acc_cc67f5c5a974,cat_e7a80f49aaf2,,0,,,,2024-05-15T12:51:08.000Z,2024-05-15T09:51:20.000Z
