zm_dump_2011,1780999454,,,"4,0",


date,categoryName,payee,comment,outcomeAccountName,outcome,outcomeCurrencyShortTitle,incomeAccountName,income,incomeCurrencyShortTitle,createdDate,changedDate
2021-03-07,"Food & Drink / Groceries",,,Halva,"535,00",RUB,,,,"2021-03-07 18:31:09","2021-03-07 15:31:10"
2021-03-07,"Food & Drink / Alcohol",,,Halva,"770,00",RUB,,,,"2021-03-07 22:30:33","2021-03-07 19:30:46"
2021-03-07,"Food & Drink / Alcohol",,,Halva,"575,00",RUB,,,,"2021-03-07 22:30:45","2021-03-07 19:30:46"
2021-03-07,"Food & Drink / Cafe",,,Halva,"500,00",RUB,,,,"2021-03-07 22:30:57","2021-03-07 19:31:02"
2021-03-08,"Food & Drink / Cafe",,,Halva,"1273,00",RUB,,,,"2021-03-08 16:13:48","2021-03-08 13:13:51"
2021-03-08,"Food & Drink / Groceries",,,Halva,"5847,00",RUB,,,,"2021-03-08 22:03:40","2021-03-08 19:03:42"
2021-03-09,"Food & Drink / Cafe",,,Halva,"699,00",RUB,,,,"2021-03-09 23:08:34","2021-03-09 20:08:35"
2021-03-10,"Payments / Transport",,,Halva,"259,00",RUB,,,,"2021-03-10 15:04:49","2021-03-10 12:05:01"
2021-03-10,"Food & Drink / Cafe",,,Halva,"474,00",RUB,,,,"2021-03-10 15:04:58","2021-03-10 12:05:01"
2021-03-10,"Things / Stuff",,,"₽ Tinkoff Debit","501,00",RUB,,,,"2021-03-10 15:08:01","2021-03-10 12:08:17"
2021-03-10,"Finances / Salary",,,,,,"₽ Tinkoff Debit","85001,00",RUB,"2021-03-10 19:16:54","2021-03-10 16:17:20"
2021-03-11,,,,"₽ Tinkoff Debit","50000,00",RUB,"Tinkoff IIS","50000,00",RUB,"2021-03-11 13:23:22","2021-03-11 10:23:24"
2021-03-12,"Body / Health",,,Halva,"2900,00",RUB,,,,"2021-03-12 10:55:09","2021-03-12 07:55:15"
2021-03-12,"Things / Stuff",,,,,,"₽ Cash","200,00",RUB,"2021-03-12 23:21:43","2021-03-20 10:32:58"
2021-03-12,"Food & Drink / Alcohol",,,Halva,"1810,00",RUB,,,,"2021-03-12 23:33:17","2021-03-12 20:33:19"
2021-03-13,"Food & Drink / Cafe",,,Halva,"424,00",RUB,,,,"2021-03-13 00:40:24","2021-03-12 21:40:34"
2021-03-13,"Body / Pharmacy","ООО ""ЛекОптТорг""",,"₽ Tinkoff Debit","466,20",RUB,,,,"2021-03-13 15:00:21","2022-02-17 13:22:55"
2021-03-13,"Life / Recreation",,,Halva,"462,84",RUB,,,,"2021-03-13 22:16:09","2021-03-14 17:17:24"
2021-03-14,"Payments / Transport",,,"₽ Cash","90,00",RUB,,,,"2021-03-14 14:41:52","2021-03-14 11:41:52"
2021-03-14,"Food & Drink / Cafe",,,Halva,"972,00",RUB,,,,"2021-03-14 18:32:45","2021-03-14 15:33:02"
2021-03-14,"Payments / Renovation",,,Halva,"4128,00",RUB,,,,"2021-03-14 18:32:58","2021-03-14 15:33:02"
2021-03-14,"Things / Stuff",,,,,,Halva,"601,00",RUB,"2021-03-14 20:17:23","2021-03-14 17:17:24"
2021-03-15,"Food & Drink / Groceries",,,Halva,"2301,73",RUB,,,,"2021-03-15 21:26:22","2021-03-15 18:26:23"
2021-03-16,"Food & Drink / Cafe",,,Halva,"849,00",RUB,,,,"2021-03-16 23:12:11","2021-03-16 20:12:12"
2021-03-17,"Food & Drink / Groceries",,,Halva,"831,00",RUB,,,,"2021-03-17 22:12:38","2021-03-17 19:12:40"
2021-03-19,"Life / Recreation",,,"₽ Tinkoff Debit","1024,00",RUB,,,,"2021-03-19 16:35:57","2021-03-19 13:36:26"
2021-03-19,,,,"Tinkoff Accumulation","5252,00",RUB,"Tinkoff Saving","5252,00",RUB,"2021-03-19 16:36:12","2021-03-19 13:36:26"
2021-03-19,"Food & Drink / Cafe",,,Halva,"2630,00",RUB,,,,"2021-03-19 19:23:22","2021-03-19 16:23:33"
2021-03-19,"Food & Drink / Groceries","ООО ""Союз святого Иоанна воина""",,Halva,"2021,57",RUB,,,,"2021-03-19 19:23:31","2021-03-19 16:23:33"
2021-03-19,"Finances / Cashback",,,,,,"₽ Tinkoff Debit","25,00",RUB,"2021-03-20 18:25:20","2021-03-20 15:25:23"
2021-03-19,"Finances / Profits",,,,,,"Tinkoff Accumulation","48,32",RUB,"2021-03-20 18:26:17","2021-03-20 15:26:18"
2021-03-20,"Life / Recreation",,,Halva,"145,22",RUB,,,,"2021-03-20 13:31:33","2021-03-20 10:31:33"
2021-03-20,"Finances / Cashback",,,,,,Halva,"699,00",RUB,"2021-03-20 13:37:52","2021-03-20 10:37:52"
2021-03-20,"Finances / Profits",,,,,,"Tinkoff Brokerage","15952,65",RUB,"2021-03-20 13:39:04","2021-03-20 10:39:04"
2021-03-20,"Finances / Profits",,,"Tinkoff IIS","19707,34",RUB,,,,"2021-03-20 13:39:49","2021-03-20 10:39:49"
2021-03-21,"Food & Drink / Cafe",,,"₽ Tinkoff Debit","1820,00",RUB,,,,"2021-03-21 17:46:00","2021-03-21 14:46:04"
2021-03-21,"Payments / Transport",,,Halva,"666,00",RUB,,,,"2021-03-21 18:03:50","2021-03-21 18:00:17"
2021-03-21,"Food & Drink / Alcohol",,,Halva,"750,00",RUB,,,,"2021-03-21 21:36:20","2021-03-21 18:51:01"
2021-03-21,"Food & Drink / Cafe",,,"₽ Tinkoff Debit","395,00",RUB,,,,"2021-03-21 21:36:24","2021-03-22 16:04:44"
2021-03-22,"Food & Drink / Cafe",,,Halva,"60,00",RUB,,,,"2021-03-22 00:09:16","2021-03-21 21:09:16"
2021-03-22,"Payments / Apartment",,"ЖКХ ТКО","₽ Tinkoff Debit","113,64",RUB,,,,"2021-03-22 21:46:00","2021-03-22 18:46:03"
2021-03-22,"Payments / Apartment",,"ЖКХ ЭлЭн","₽ Tinkoff Debit","988,28",RUB,,,,"2021-03-22 21:47:09","2021-03-22 18:47:13"
2021-03-22,"Payments / Apartment",,ЖКХ,"₽ Tinkoff Debit","2843,88",RUB,,,,"2021-03-22 21:47:44","2021-03-22 18:52:17"
2021-03-22,,,,"Tinkoff Brokerage","38436,69",RUB,"₽ Tinkoff Debit","38436,69",RUB,"2021-03-22 21:51:41","2021-03-22 18:52:17"
2021-03-22,,,"КК Восточный","₽ Tinkoff Debit","60000,00",RUB,Halva,"60000,00",RUB,"2021-03-22 21:53:58","2021-03-22 18:54:00"
2021-03-23,"Life / Recreation",,,Halva,"640,00",RUB,,,,"2021-03-23 10:32:37","2021-03-23 07:32:37"
2021-03-23,"Food & Drink / Groceries, Life / Cat",,,Halva,"1897,00",RUB,,,,"2021-03-23 17:01:18","2022-02-16 20:35:53"
2021-03-23,"Food & Drink / Cafe",,,Halva,"470,00",RUB,,,,"2021-03-23 23:25:02","2021-03-23 20:25:05"
2021-03-24,"Food & Drink / Groceries","ООО ""Лента""",,Halva,"2973,43",RUB,,,,"2021-03-24 18:18:06","2021-03-24 15:18:18"
2021-03-24,"Food & Drink / Alcohol",,,Halva,"773,00",RUB,,,,"2021-03-24 18:18:16","2021-03-24 15:18:18"
2021-03-25,"Finances / Salary",,,,,,"₽ Tinkoff Debit","30000,00",RUB,"2021-03-25 17:35:58","2021-03-25 14:36:04"
2021-03-26,"Food & Drink / Cafe",,,Halva,"1399,00",RUB,,,,"2021-03-26 21:22:12","2021-03-26 18:22:21"
2021-03-26,"Food & Drink / Alcohol",,,Halva,"856,00",RUB,,,,"2021-03-26 21:22:19","2021-03-26 18:22:21"
2021-03-26,"Things / Electronics",,,"₽ Tinkoff Debit","25066,00",RUB,,,,"2021-03-28 23:02:31","2021-03-28 20:02:33"
2021-03-27,"Things / Stuff",,,"₽ Cash","300,00",RUB,,,,"2021-03-27 15:05:21","2021-03-27 18:01:39"
2021-03-28,"Food & Drink / Cafe",,,Halva,"1699,00",RUB,,,,"2021-03-28 17:51:14","2021-03-28 18:00:43"
2021-03-28,"Food & Drink / Alcohol",,,Halva,"1290,00",RUB,,,,"2021-03-28 17:51:23","2021-03-28 18:00:43"
2021-03-28,"Food & Drink / Groceries",,,Halva,"1328,00",RUB,,,,"2021-03-28 21:39:57","2021-03-28 18:40:19"
2021-03-28,"Finances / Profits",,,,,,"Tinkoff Saving","36,80",RUB,"2021-04-20 00:14:09","2021-04-19 21:14:09"
2021-03-29,"Life / Recreation",,,,,,"₽ Tinkoff Debit","666,00",RUB,"2021-03-29 11:30:46","2021-03-29 08:30:54"
2021-03-29,"Food & Drink / Alcohol",,,Halva,"2090,00",RUB,,,,"2021-03-29 22:39:50","2021-03-29 19:39:51"
2021-03-30,"Food & Drink / Cafe",,,Halva,"1045,00",RUB,,,,"2021-03-30 20:55:50","2021-03-30 17:55:51"
2021-03-31,"Food & Drink / Cafe",,,Halva,"110,00",RUB,,,,"2021-03-31 07:02:13","2021-03-31 08:00:27"
2021-03-31,"Finances / Profits",,,"QB Middle","304,51",USD,,,,"2021-05-07 00:37:10","2021-05-06 21:37:22"
2021-03-31,"Finances / Profits",,,"QB Algo","674,02",USD,,,,"2021-05-07 00:37:45","2021-05-06 21:37:50"
2021-04-04,"Food & Drink / Groceries",,,Halva,"3962,00",RUB,,,,"2021-04-04 12:21:09","2021-04-04 09:21:10"
2021-04-05,"Body / Health",,,"₽ Tinkoff Debit","690,00",RUB,,,,"2021-04-05 18:47:53","2021-04-05 18:02:28"
2021-04-06,"Payments / Connection",,,"₽ Tinkoff Debit","99,00",RUB,,,,"2021-04-06 13:23:47","2021-04-06 10:23:47"
2021-04-06,"Life / Recreation",,,"₽ Tinkoff Debit","1024,00",RUB,,,,"2021-04-06 23:37:39","2021-04-06 20:37:39"
2021-04-07,,,,"₽ Tinkoff Debit","1810,00",RUB,"Tinkoff IIS","1810,00",RUB,"2021-04-07 10:59:17","2021-04-07 07:59:32"
2021-04-08,"Food & Drink / Cafe",,,Halva,"249,98",RUB,,,,"2021-04-08 19:14:54","2021-04-08 16:14:57"
2021-04-08,"Food & Drink / Alcohol",,,Halva,"600,00",RUB,,,,"2021-04-08 22:55:01","2021-04-09 08:01:03"
2021-04-09,"Finances / Salary",,,,,,"₽ Tinkoff Debit","62272,59",RUB,"2021-04-09 17:20:53","2021-04-09 14:20:58"
2021-04-09,"Payments / Transport",,,Halva,"157,00",RUB,,,,"2021-04-09 17:57:55","2021-04-09 14:57:54"
2021-04-09,"Body / Health",,,"₽ Tinkoff Debit","101,00",RUB,,,,"2021-04-09 20:45:37","2021-04-09 17:45:59"
2021-04-09,"Food & Drink / Groceries","ООО ""Союз святого Иоанна воина""",,"₽ Tinkoff Debit","1153,02",RUB,,,,"2021-04-09 20:45:58","2021-04-09 17:45:59"
2021-04-12,"Food & Drink / Cafe",,,,,,"₽ Tinkoff Debit","450,00",RUB,"2021-04-12 11:47:51","2021-04-12 08:47:53"
2021-04-12,,,,"₽ Tinkoff Debit","48190,00",RUB,"Tinkoff IIS","48190,00",RUB,"2021-04-12 16:40:44","2021-04-12 13:41:00"
2021-04-12,"Life / Recreation",,,Halva,"280,00",RUB,,,,"2021-04-12 20:18:09","2021-04-12 17:18:09"
2021-04-12,"Food & Drink / Cafe",,,Halva,"460,00",RUB,,,,"2021-04-12 20:24:23","2021-04-12 17:24:23"
2021-04-13,,,,"₽ Tinkoff Debit","5200,00",RUB,"Tinkoff IIS","5200,00",RUB,"2021-04-13 18:01:40","2021-04-13 15:01:54"
2021-04-14,"Food & Drink / Groceries",,,"₽ Tinkoff Debit","1634,50",RUB,,,,"2021-04-14 17:30:05","2021-04-14 14:30:17"
2021-04-17,"Body / Pharmacy",,,"₽ Tinkoff Debit","1435,00",RUB,,,,"2021-04-17 18:54:24","2022-02-17 13:22:55"
2021-04-17,"Food & Drink / Groceries",,,"₽ Tinkoff Debit","1055,66",RUB,,,,"2021-04-17 18:54:49","2021-04-17 15:55:14"
2021-04-17,"Food & Drink / Groceries",,,Halva,"76,93",RUB,,,,"2021-04-17 18:55:03","2021-04-17 15:55:14"
2021-04-18,"Food & Drink / Cafe",,,Halva,"2332,00",RUB,,,,"2021-04-18 15:59:03","2021-04-18 12:59:02"
2021-04-18,"Food & Drink / Groceries",,,"₽ Tinkoff Debit","530,00",RUB,,,,"2021-04-18 17:59:14","2021-04-18 14:59:22"
2021-04-19,,,,"Tinkoff Accumulation","5252,00",RUB,"Tinkoff Saving","5252,00",RUB,"2021-04-20 00:12:17","2021-04-19 21:12:19"
2021-04-19,"Finances / Profits",,,,,,"Tinkoff Accumulation","48,46",RUB,"2021-04-20 00:13:15","2021-04-19 21:13:13"
2021-04-19,"Finances / Profits",,,,,,"₽ Tinkoff Debit","8,77",RUB,"2021-04-20 00:13:30","2021-04-19 21:13:29"
2021-04-19,"Finances / Cashback",,,,,,"₽ Tinkoff Debit","519,00",RUB,"2021-04-20 00:13:42","2021-04-19 21:13:41"
2021-04-20,"Finances / Profits",,,,,,"Tinkoff Brokerage","56265,91",RUB,"2021-04-20 00:25:07","2021-04-19 21:25:12"
2021-04-20,"Finances / Profits",,,,,,"Tinkoff IIS","50574,80",RUB,"2021-04-20 00:26:31","2021-04-19 21:27:27"
2021-04-20,"Finances / Cashback",,,,,,Halva,"500,00",RUB,"2021-04-20 11:23:25","2021-04-20 08:23:39"
2021-04-22,"Payments / Apartment",,"ЖКХ ЭлЭн","₽ Tinkoff Debit","509,60",RUB,,,,"2021-04-22 12:36:03","2021-04-22 09:36:41"
2021-04-22,"Payments / Apartment",,"ЖКХ ТКО","₽ Tinkoff Debit","113,64",RUB,,,,"2021-04-22 12:47:57","2021-04-22 09:48:50"
2021-04-22,"Payments / Apartment",,ЖКХ,"₽ Tinkoff Debit","2566,08",RUB,,,,"2021-04-22 12:48:51","2021-04-22 09:48:50"
2021-04-22,,,"КК Восточный","₽ Tinkoff Debit","20000,00",RUB,Halva,"20000,00",RUB,"2021-04-22 12:52:05","2021-04-22 09:52:16"
2021-04-22,"Food & Drink / Cafe",,,Halva,"379,00",RUB,,,,"2021-04-22 17:05:53","2021-04-22 14:05:53"
2021-04-23,"Food & Drink / Cafe",,,Halva,"230,00",RUB,,,,"2021-04-23 16:42:45","2021-04-23 13:42:50"
2021-04-23,"Finances / Salary",,,,,,"₽ Tinkoff Debit","30000,00",RUB,"2021-04-23 16:52:59","2021-04-23 13:53:32"
2021-04-24,"Food & Drink / Cafe",,,Halva,"1578,00",RUB,,,,"2021-04-24 10:52:58","2021-04-24 07:52:58"
2021-04-25,"Food & Drink / Cafe",,,Halva,"270,00",RUB,,,,"2021-04-25 21:47:51","2021-04-26 07:59:58"
2021-04-26,"Payments / Transport",,,Halva,"858,00",RUB,,,,"2021-04-27 00:14:39","2021-04-26 21:14:43"
2021-04-27,"Things / Electronics",,,,,,"₽ Cash","5000,00",RUB,"2021-05-24 21:05:24","2021-05-24 18:06:12"
2021-04-28,"Finances / Profits",,,,,,"Tinkoff Saving","54,35",RUB,"2021-05-20 09:56:19","2021-05-20 06:56:23"
2021-04-29,"Life / Study",,,,,,"₽ Cash","100,00",RUB,"2021-04-29 12:26:15","2021-04-29 09:26:15"
2021-04-30,"Finances / Profits",,,"QB Algo","855,61",USD,,,,"2021-07-10 18:41:24","2021-07-10 15:41:26"
2021-04-30,"Finances / Profits",,,"QB Middle","376,40",USD,,,,"2021-07-10 18:42:10","2021-07-10 15:42:11"
2021-05-03,"Things / Electronics",,,"₽ Tinkoff Debit","15950,00",RUB,,,,"2021-05-03 22:33:02","2021-05-03 19:33:42"
2021-05-03,"Things / Stuff",,,Halva,"92,35",RUB,,,,"2021-05-22 11:00:08","2021-05-22 08:03:11"
2021-05-04,"Food & Drink / Groceries, Life / Cat",,,Halva,"2336,00",RUB,,,,"2021-05-04 14:04:22","2022-02-16 20:35:53"
2021-05-05,"Things / Stuff",,,Halva,"100,00",RUB,,,,"2021-05-05 11:12:20","2021-05-05 08:12:25"
2021-05-05,"Things / Stuff",,,"₽ Cash","10,00",RUB,,,,"2021-05-05 11:12:26","2021-05-22 07:59:43"
2021-05-07,"Finances / Salary",,,,,,"₽ Tinkoff Debit","85000,00",RUB,"2021-05-07 16:23:30","2021-05-07 13:23:39"
2021-05-07,"Life / Recreation",,,"₽ Tinkoff Debit","1024,00",RUB,,,,"2021-05-07 19:01:56","2021-05-07 16:02:10"
2021-05-07,,,,"₽ Tinkoff Debit","50000,00",RUB,"Tinkoff IIS","50000,00",RUB,"2021-05-07 19:02:45","2021-05-07 16:02:44"
2021-05-07,"Food & Drink / Cafe",,,Halva,"1250,00",RUB,,,,"2021-05-07 20:07:45","2021-05-07 17:07:43"
2021-05-09,"Food & Drink / Groceries",,,Halva,"559,80",RUB,,,,"2021-05-09 11:39:40","2021-05-09 08:39:37"
2021-05-09,"Food & Drink / Groceries",,,Halva,"1819,00",RUB,,,,"2021-05-09 19:16:48","2021-05-09 16:16:47"
2021-05-12,"Body / Health",,,Halva,"662,50",RUB,,,,"2021-05-12 19:18:55","2021-05-12 16:18:58"
2021-05-12,"Food & Drink / Groceries",,,Halva,"215,70",RUB,,,,"2021-05-22 10:59:10","2021-05-22 07:59:13"
2021-05-15,"Payments / Transport",,,Halva,"666,00",RUB,,,,"2021-05-15 17:52:49","2021-05-15 14:52:47"
2021-05-15,"Food & Drink / Cafe",,,"₽ Tinkoff Debit","400,00",RUB,,,,"2021-05-15 21:53:08","2021-05-15 18:53:05"
2021-05-17,"Body / Health, Life / Cat",,,"₽ Tinkoff Debit","1000,00",RUB,,,,"2021-05-17 14:20:35","2022-02-16 20:35:53"
2021-05-18,"Payments / Transport",,,Halva,"600,00",RUB,,,,"2021-05-18 12:39:22","2021-05-18 09:39:24"
2021-05-18,"Food & Drink / Cafe",,,Halva,"1367,00",RUB,,,,"2021-05-18 15:12:45","2021-05-18 12:12:47"
2021-05-19,,,,"Tinkoff Accumulation","5252,00",RUB,"Tinkoff Saving","5252,00",RUB,"2021-05-19 08:45:43","2021-05-19 05:45:49"
2021-05-19,"Finances / Profits",,,,,,"Tinkoff Accumulation","41,76",RUB,"2021-05-20 09:55:41","2021-05-20 06:55:47"
2021-05-20,"Finances / Profits",,,"Tinkoff IIS","43509,11",RUB,,,,"2021-05-20 09:59:21","2021-05-20 06:59:34"
2021-05-20,"Finances / Profits",,,"Tinkoff Brokerage","63719,30",RUB,,,,"2021-05-20 10:00:30","2021-05-20 07:00:47"
2021-05-20,"Body / Health",,,Halva,"4100,00",RUB,,,,"2021-05-20 11:29:37","2021-05-20 08:30:00"
2021-05-20,"Body / Health",,,Halva,"62,80",RUB,,,,"2021-05-20 11:29:48","2021-05-20 08:30:00"
2021-05-20,"Body / Health",,,,,,"₽ Tinkoff Debit","4100,00",RUB,"2021-05-20 11:29:58","2021-05-20 08:30:00"
2021-05-22,"Food & Drink / Cafe",,,Halva,"59,00",RUB,,,,"2021-05-22 18:24:28","2021-05-22 15:24:36"
2021-05-22,"Food & Drink / Cafe",,,Halva,"240,00",RUB,,,,"2021-05-22 18:24:33","2021-05-22 15:24:36"
2021-05-24,"Payments / Apartment",,"ЖКХ ТКО","₽ Tinkoff Debit","113,64",RUB,,,,"2021-05-24 08:19:45","2021-05-24 05:20:28"
2021-05-24,"Payments / Apartment",,"ЖКХ ЭлЭн","₽ Tinkoff Debit","288,80",RUB,,,,"2021-05-24 08:20:06","2021-05-24 05:20:28"
2021-05-24,"Payments / Apartment",,ЖКХ,"₽ Tinkoff Debit","2465,02",RUB,,,,"2021-05-24 08:20:21","2021-05-24 05:20:28"
2021-05-24,,,"КК Восточный","₽ Tinkoff Debit","15000,00",RUB,Halva,"15000,00",RUB,"2021-05-24 08:20:38","2021-05-24 05:20:47"
2021-05-24,"Food & Drink / Groceries",,,Halva,"891,00",RUB,,,,"2021-05-24 09:06:39","2021-05-24 06:06:41"
2021-05-24,"Things / Stuff",,,,,,"₽ Cash","160,00",RUB,"2021-05-24 17:14:29","2021-05-24 14:14:36"
2021-05-24,"Food & Drink / Groceries",,,"₽ Tinkoff Debit","20000,00",RUB,,,,"2021-05-24 21:09:36","2021-05-24 18:09:40"
2021-05-25,"Finances / Salary",,,,,,"₽ Tinkoff Debit","30000,00",RUB,"2021-05-26 12:57:36","2021-05-26 09:58:37"
2021-05-26,,,,"₽ Tinkoff Debit","30000,00",RUB,"Tinkoff Brokerage","30000,00",RUB,"2021-05-26 12:57:58","2021-05-26 09:58:37"
2021-05-26,"Food & Drink / Groceries",,,Halva,"1644,00",RUB,,,,"2021-05-26 18:50:58","2021-05-26 15:51:00"
2021-05-28,"Finances / Profits",,,,,,"Tinkoff Saving","62,51",RUB,"2021-06-09 17:32:18","2021-06-09 14:32:19"
2021-05-29,"Things / Stuff",,,Halva,"55,00",RUB,,,,"2021-05-29 15:38:18","2021-05-29 16:58:16"
2021-05-29,"Things / Presents",,,"₽ Cash","5000,00",RUB,,,,"2021-06-01 15:05:27","2021-06-01 18:03:50"
2021-05-30,"Body / Pharmacy",,,Halva,"465,00",RUB,,,,"2021-05-30 19:31:06","2022-02-17 13:22:55"
2021-05-30,"Food & Drink / Cafe",,,Halva,"260,00",RUB,,,,"2021-05-30 19:39:46","2021-05-30 16:39:47"
2021-05-30,"Food & Drink / Cafe",,,Halva,"185,00",RUB,,,,"2021-05-30 20:41:09","2021-05-30 17:41:12"
2021-05-30,"Food & Drink / Cafe",,,Halva,"180,00",RUB,,,,"2021-05-30 22:05:36","2021-05-30 19:05:37"
2021-05-31,"Finances / Profits",,,,,,"QB Algo","208,97",USD,"2021-07-10 18:41:41","2021-07-10 15:41:43"
2021-05-31,"Finances / Profits",,,"QB Middle","118,69",USD,,,,"2021-07-10 18:42:24","2021-07-10 15:42:29"
2021-06-01,"Food & Drink / Cafe",,,"₽ Cash","550,00",RUB,,,,"2021-06-01 15:05:32","2021-06-01 18:03:50"
2021-06-02,"Food & Drink / Groceries",,,Halva,"1377,00",RUB,,,,"2021-06-02 20:59:03","2021-06-03 08:04:46"
2021-06-04,"Food & Drink / Cafe",,,Halva,"98,00",RUB,,,,"2021-06-04 12:29:04","2021-06-04 09:29:04"
2021-06-04,"Food & Drink / Cafe",,,Halva,"700,00",RUB,,,,"2021-06-04 19:18:40","2021-06-04 16:18:41"
2021-06-04,"Things / Stuff",,,"₽ Cash","40,00",RUB,,,,"2021-06-06 18:09:44","2021-06-06 15:09:45"
2021-06-05,"Payments / Connection",,,"₽ Tinkoff Debit","244,00",RUB,,,,"2021-06-05 10:05:00","2021-06-06 06:44:22"
2021-06-06,"Food & Drink / Cafe",,,Halva,"69,99",RUB,,,,"2021-06-06 18:09:28","2021-06-06 15:09:45"
2021-06-06,"Payments / Transport",,,Halva,"66,00",RUB,,,,"2021-06-06 18:53:47","2021-06-06 16:47:15"
2021-06-06,"Food & Drink / Cafe",,,Halva,"230,00",RUB,,,,"2021-06-06 19:47:22","2021-06-06 16:47:22"
2021-06-07,"Food & Drink / Groceries","АО ""Дикси Юг"" Дикси-78775",,"₽ Tinkoff Debit","1297,65",RUB,,,,"2021-06-07 17:12:27","2021-06-07 14:12:35"
2021-06-08,"Food & Drink / Groceries, Life / Cat",,,Halva,"1548,00",RUB,,,,"2021-06-08 11:20:14","2022-02-16 20:35:53"
2021-06-08,"Food & Drink / Groceries",,,"₽ Tinkoff Debit","982,00",RUB,,,,"2021-06-08 19:32:19","2021-06-08 16:32:31"
2021-06-09,"Body / Pharmacy",,,"₽ Tinkoff Debit","3150,62",RUB,,,,"2021-06-09 18:37:08","2022-02-17 13:22:55"
2021-06-09,"Body / Pharmacy",,,"₽ Tinkoff Debit","94,20",RUB,,,,"2021-06-09 18:37:19","2022-02-17 13:22:55"
2021-06-10,"Finances / Salary",,,,,,"₽ Tinkoff Debit","85000,00",RUB,"2021-06-10 19:38:41","2021-06-10 16:38:41"
2021-06-10,"Food & Drink / Cafe",,,"₽ Tinkoff Debit","914,10",RUB,,,,"2021-06-10 22:25:15","2021-06-10 20:00:47"
2021-06-11,,,,"₽ Tinkoff Debit","50000,00",RUB,"Tinkoff IIS","50000,00",RUB,"2021-06-11 11:28:38","2021-06-11 08:28:52"
2021-06-11,"Food & Drink / Cafe",,,Halva,"538,00",RUB,,,,"2021-06-11 13:40:01","2021-06-11 18:03:21"
2021-06-12,"Food & Drink / Cafe",,,Halva,"1389,00",RUB,,,,"2021-06-12 11:06:00","2021-06-12 08:07:16"
2021-06-13,"Payments / Transport",,,Halva,"126,00",RUB,,,,"2021-06-13 09:36:57","2021-06-13 06:37:01"
2021-06-14,"Food & Drink / Groceries",,,"₽ Tinkoff Debit","16500,00",RUB,,,,"2021-06-14 20:31:09","2021-06-14 17:31:13"
2021-06-15,"Food & Drink / Cafe",,,Halva,"648,00",RUB,,,,"2021-06-15 13:49:33","2021-06-15 15:17:02"
2021-06-15,,,,"Tinkoff Brokerage","834,82",RUB,"₽ Tinkoff Debit","834,82",RUB,"2021-06-15 18:17:15","2021-06-15 15:17:27"
2021-06-15,"Life / Recreation",,,"₽ Tinkoff Debit","600,00",RUB,,,,"2021-06-15 20:01:26","2021-06-15 17:01:37"
2021-06-15,"Food & Drink / Cafe",,,Halva,"160,00",RUB,,,,"2021-06-15 20:01:34","2021-06-15 17:01:37"
2021-06-15,"Payments / Transport",,,Halva,"666,00",RUB,,,,"2021-06-15 23:07:19","2021-06-15 20:07:21"
2021-06-17,"Food & Drink / Groceries",,,"₽ Tinkoff Debit","987,00",RUB,,,,"2021-06-17 13:49:33","2021-06-17 18:04:29"
2021-06-19,"Finances / Cashback",,,,,,"₽ Tinkoff Debit","2024,00",RUB,"2021-06-20 12:59:39","2021-06-20 10:00:08"
2021-06-19,"Finances / Profits",,,,,,"₽ Tinkoff Debit","14,35",RUB,"2021-06-20 13:00:15","2021-06-20 10:00:18"
2021-06-19,"Finances / Profits",,,,,,"Tinkoff Accumulation","11,38",RUB,"2021-06-20 13:00:37","2021-06-20 10:00:41"
2021-06-19,,,,"₽ Tinkoff Debit","5252,00",RUB,"Tinkoff Saving","5252,00",RUB,"2021-07-09 16:11:59","2021-07-10 15:50:09"
2021-06-20,"Finances / Profits",,,,,,"Tinkoff Brokerage","26581,80",RUB,"2021-06-20 08:49:49","2021-06-20 05:49:58"
2021-06-20,"Finances / Profits",,,,,,"Tinkoff IIS","27878,52",RUB,"2021-06-20 08:50:34","2021-06-20 05:50:59"
2021-06-20,"Things / Stuff",,,Halva,"1866,12",RUB,,,,"2021-06-20 19:01:45","2021-06-22 05:48:02"
2021-06-20,"Body / Clothes",,,Halva,"1798,00",RUB,,,,"2021-06-20 21:35:30","2021-06-20 18:35:32"
2021-06-20,"Food & Drink / Groceries","АО ""Дикси Юг"" Дикси-78775",,"₽ Tinkoff Debit","979,40",RUB,,,,"2021-06-20 21:37:00","2021-06-20 18:37:04"
2021-06-22,"Payments / Apartment",,"ЖКХ ТКО","₽ Tinkoff Debit","113,64",RUB,,,,"2021-06-22 08:55:40","2021-06-22 05:56:11"
2021-06-22,"Payments / Apartment",,"ЖКХ ЭлЭн","₽ Tinkoff Debit","31,88",RUB,,,,"2021-06-22 08:55:58","2021-06-22 05:56:11"
2021-06-22,"Payments / Apartment",,ЖКХ,"₽ Tinkoff Debit","1348,90",RUB,,,,"2021-06-22 08:56:25","2021-06-22 05:56:39"
2021-06-22,,,"КК Восточный","₽ Tinkoff Debit","20000,00",RUB,Halva,"20000,00",RUB,"2021-06-22 08:56:31","2021-06-22 05:56:39"
2021-06-22,"Food & Drink / Groceries","АО ""Дикси Юг"" Дикси-78775",,"₽ Tinkoff Debit","258,08",RUB,,,,"2021-06-22 11:44:14","2021-06-22 08:44:35"
2021-06-22,"Body / Pharmacy","ООО ""Аптека Дао-Фарм""",,"₽ Tinkoff Debit","241,50",RUB,,,,"2021-06-22 11:44:24","2022-02-17 13:22:55"
